report_id,reporter_role,setting,age_band,category_label,urgency_label,free_text
6045,CFAV,Annual Camp,Under 12,Online safety,Critical,"During evening parade, Cadet Johnson told me that an adult man he met through a gaming platform has been asking him to meet in person and has offered to pay for his train fare to London. The cadet said this person knows he's in cadets and has been asking for photos of him in uniform."
6046,CFAV,Weekend Exercise,12-14,Online safety,Critical,Cadet Williams disclosed that someone she met online has been pressuring her to send intimate images and has threatened to share embarrassing photos of her with her cadet friends if she doesn't comply. She showed me threatening messages on her phone from an unknown number.
6047,Commanding Officer,Parade Night,16-18,Online safety,Critical,Cadet Thompson told me that an adult he's been talking to online for several months has been asking detailed questions about cadet activities and when the unit building is empty. This person has also requested photos of the inside of our headquarters and asked about security arrangements.
6048,CFAV,Off-site Activity,16-18,Online safety,Critical,"During a one-to-one chat, Cadet Davis revealed that someone claiming to be a former cadet has been grooming him online for weeks, asking him to keep their conversations secret and requesting he meet them alone after parade night. The cadet said this person knows specific details about our unit."
6049,Cadet,Online/Remote,Under 12,Online safety,Critical,"Cadet Roberts disclosed that an adult she met through social media has been sending her money and gifts, and is now demanding she perform sexual acts on video calls in return. She said this person has her home address and has threatened to visit if she stops communicating with them."
6050,Civilian Instructor,Weekend Exercise,Under 12,Online safety,Critical,"During a one-to-one chat after parade, Cadet Johnson disclosed that an adult male has been messaging her on Instagram asking her to meet up and send photos of herself in her cadet uniform. She showed me screenshots where the man offered her money and said he had a 'special interest' in military girls."
6051,Cadet,Annual Camp,12-14,Online safety,Critical,Cadet Williams approached me in tears saying a man she met in an online game has her home address and school details. She said he's been threatening to share intimate photos she sent him unless she agrees to meet him this weekend when her parents are away.
6052,Commanding Officer,Parade Night,16-18,Online safety,Critical,"I overheard Cadet Thompson telling his mate that his 'online girlfriend' wants him to steal money from his mum's purse so he can buy a train ticket to meet her in London. He said she's 25 and really understands him, and that she's asked him not to tell any adults about their relationship."
6053,Civilian Instructor,Off-site Activity,Under 12,Online safety,Critical,"Cadet Davies showed me messages on her phone from someone claiming to be a talent scout who wants to photograph her. The person has asked her to come alone to a hotel room and bring different outfits including her cadet uniform, offering £500 for a 'portfolio shoot'."
6054,CFAV,Parade Night,12-14,Online safety,Critical,"While using the computer in the squadron office, Cadet Roberts received a video call and I saw an adult male on screen asking her to remove her shirt. She quickly closed the laptop but admitted this person has been asking her to do sexual things on camera for several weeks."
6055,Parent/Carer,Online/Remote,16-18,Online safety,Critical,Cadet disclosed that an adult male they met on Discord has been asking for photos of them without clothes on. They showed me screenshots of messages where this person was offering to pay them money and asking to meet up in person.
6056,Cadet,Off-site Activity,16-18,Online safety,Critical,"During evening activities, cadet broke down crying and told me their uncle has been making them send naked pictures through Snapchat. They said he threatens to show the photos to their friends at school if they don't comply."
