report_id,timestamp,unit_id,reporter_role,location,age_band,channel,free_text,category_label,urgency_label,status
808,2025-09-02 04:47:08,NW-ACF-022,Parent/Carer,Field Exercise,12-14,Email,Another cadet reported that this cadet has spoken about wanting to travel to conflict zones and ‘fight for a cause’. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted.,Radicalisation / extremism,High,In progress
809,2025-08-22 15:28:08,NW-ACF-091,Adult Volunteer (CFAV),Parade Night - Detachment,Under 12,Other,"Cadet disclosed that an older individual they met online has been asking for personal information and to meet in person. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.",Online safety,Low,In progress
810,2025-11-08 22:47:08,NW-ACF-039,Parent/Carer,Online session,12-14,Other,Another cadet reported seeing a CFAV regularly isolate this cadet from the group and speak to them behind closed doors. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Abuse by adult in organisation,Low,Open
811,2025-11-16 19:15:08,NW-ACF-021,Cadet,Training Weekend,Under 12,Online form,Cadet disclosed that a Cadet Force Adult Volunteer (CFAV) has made them feel uncomfortable with comments and unnecessary physical contact during activities. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.,Abuse by adult in organisation,Medium,Closed
812,2025-11-13 02:29:08,NW-ACF-026,Parent/Carer,Annual Camp,18+,In person,Cadet disclosed that an older individual outside the organisation regularly collects them late at night and provides gifts in exchange for ‘favours’. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Exploitation / trafficking,Critical,Closed
813,2025-12-04 16:12:08,NW-ACF-007,Cadet,Parade Night - Detachment,18+,Other,"Cadet has appeared increasingly withdrawn and low in mood over several weeks, participating less in activities they previously enjoyed. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.",Mental health,Low,Open
814,2025-12-06 06:02:08,NW-ACF-091,Cadet,Parade Night - Detachment,Under 12,Phone call,"Staff observed the cadet struggling with mobility and wincing in pain during physical tasks, but they were reluctant to explain why. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Physical safety,Critical,Open
815,2025-11-14 14:28:08,NW-ACF-031,Parent/Carer,Parade Night - Detachment,15-17,Phone call,Cadet mentioned being pushed or grabbed at home and appeared anxious about returning there after activities. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Physical safety,Medium,In progress
816,2026-01-27 15:08:08,NW-ACF-081,Other,Online session,15-17,Other,"Parent conversation suggested that the family is planning a trip where cultural practices may include procedures that pose a risk of serious harm. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",FGM / harmful practices,High,Open
817,2025-12-21 15:04:08,NW-ACF-099,Other,Parade Night - Detachment,15-17,In person,"Cadet reported being added to group chats where explicit or disturbing content is shared, and feels pressured to remain in them. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically.",Online safety,Low,In progress
818,2025-10-08 17:23:08,NW-ACF-089,Adult Volunteer (CFAV),Parade Night - Detachment,Under 12,Email,Another cadet reported seeing a CFAV regularly isolate this cadet from the group and speak to them behind closed doors. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Abuse by adult in organisation,Critical,Closed
819,2025-10-20 06:57:08,NW-ACF-067,Parent/Carer,Parade Night - Detachment,Under 12,Other,Cadet disclosed that an older individual outside the organisation regularly collects them late at night and provides gifts in exchange for ‘favours’. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Exploitation / trafficking,High,Closed
820,2025-09-01 21:45:08,NW-ACF-016,Cadet,Home,Under 12,In person,Cadet disclosed that an older individual they met online has been asking for personal information and to meet in person. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Online safety,Medium,In progress
821,2025-09-01 12:06:08,NW-ACF-018,Other,Home,12-14,Phone call,"Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically.",Home issues,Low,Closed
822,2026-01-13 20:50:08,NW-ACF-032,Cadet,Field Exercise,15-17,Email,Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated.,Home issues,Critical,Open
823,2026-01-08 04:00:08,NW-ACF-059,Cadet,Annual Camp,15-17,In person,"Cadet reported being added to group chats where explicit or disturbing content is shared, and feels pressured to remain in them. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.",Online safety,High,Closed
824,2025-09-22 20:47:08,NW-ACF-051,Parent/Carer,Home,15-17,Online form,"Cadet stated that a CFAV has been sending them personal messages outside normal communication channels and has hinted at meeting one-to-one. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Abuse by adult in organisation,High,Open
